cod_gl_res144_indec,provincia,departamento,nombre_del_gobierno_local,categoria_de_gobierno,gobierno_local_con_paso_o_centro_fronterizo,gobierno_local_que_pertenece_a_un_aglomerado_urbano,poblacion_censo_2010,localidades_administradas_por_el_gobierno_local,distancia_a_la_capital_provincial,distancia_a_la_capital_alterna,perfil_economico_de_la_region,cantidad_de_parques_industriales_renpi,incendios_reportados_en_el_periodo_1999-2022,inundaciones_reportadas_en_el_periodo_1999-2022,fiestas_locales,sitio_web,direccion_postal_de_la_sede_de_gobierno,telefonos_sede_de_gobierno,apellido_y_nombre_de_la_maxima_autoridad.,latitud,longitud
300035,Entre Ríos,Concordia,Colonia Ayuí,Municipio,No,No,  2.770 ,Colonia Ayuí -  Lago Salto Grande -  Punta Bonita            ,"244,5 KM","20,5 KM",Industrial - Primario,0,1,2,Fiesta del Cosechero (Diciembre) -,www.coloniaayui.gov.ar,Av. Próspero Bovino 30 (3201),"0345-4992030 ,0345-4992920","Almada, Julio Edgardo",-58.0312441503,-31.2077200714
300042,Entre Ríos,Concordia,Concordia,Municipio,Si,Si,  152.282 ,Concordia -  Osvaldo Magnasco      ,"241,4 KM",0 KM,Industrial - Primario,0,1,2,Half Triathlón Concordia (Abril) - Fiesta Argentina de la Pesca del Amarillo (Agosto) - Expo Rural Concordia (Agosto) - Jornadas Nacionales de Artesanías (Agosto) - ExpoEstancia (Agosto) - Fiesta de Cerveceros Artesanales (Agosto) - Peregrinación a pie a Federación (Agosto) - Maratón Internacional de Reyes (Enero) - Seven del Lago (Enero) - Fiesta Nacional de la Pesca de la Boga (Enero) - Campeonato Nacional de Aguas Abiertas (Marzo) - Fiesta Nacional de la Citricultura (Noviembre) - Feria de las Golondrinas (Semana santa) - Expo Pascua (Semana santa) - Fiesta Provincial del Inmigrante (Septiembre) - Feria del Libro (Septiembre) - Fiesta de los Estudiantes (Septiembre) - Encuentro Internacional Pasistas y Baterías (Septiembre) -,www.concordia.gob.ar," Bartolomé Mitre 76,  (3200) ","0345-4210021 ,0345-4213491 ","Cresto, Enrique Tomás ",-58.0170077852,-31.3919648166
300049,Entre Ríos,Concordia,Estancia Grande,Municipio,No,No,  2.512 ,Barrio Yuquerí Chico -  Calabacilla -  Estancia Grande            ,231 KM,"11,1 KM",Industrial - Primario,0,1,2,-,www.estanciagrande.gob.ar,Zona Rural (3201),"0345-4211360 , 0345-4903063","Goldin, Pablo Javier",-58.1195702449,-31.4391670544
300056,Entre Ríos,Concordia,La Criolla,Municipio,No,No,  2.382 ,La Criolla             ,"235,6 KM","16,2 KM",Industrial - Primario,0,1,2,Fiesta Provincial del Arándano (Diciembre) -,www.municipalidadlacriolla.gob.ar,Rio Parana s/n (3212),"0345-4900068 ,0345-4900071,0345-4900200","Stuker, Edgardo Ariel",-58.1088277324,-31.2691133908
300063,Entre Ríos,Concordia,Los Charrúas,Municipio,No,No,  3.774 ,Los Charrúas             ,"231,4 KM","29,5 KM",Industrial - Primario,0,1,2,-,www.loscharruas.gob.ar,Evaristo Carriego y Manuel Belgano (3112),"0345-4907312 , 0345- 4907091","Panozo Zenere, Ariel Roberto",-58.185540501,-31.1694300522
300070,Entre Ríos,Concordia,Puerto Yeruá,Municipio,No,No,  1.696 ,Puerto Yeruá             ,"239,4 KM","15,5 KM",Industrial - Primario,0,1,2,Fiesta Provincial del Río (Enero) - Fiesta Provincial Oír el Río (Marzo) -,www.puertoyerua.gob.ar,Av. Pte. Nestor Kirchner 516 (3201),"0345-4991002 ,0345-4991013","Benitez, Daniel Sergio",-58.0151827055,-31.5313584981
300077,Entre Ríos,Diamante,Aldea Valle María,Municipio,No,No,  2.427 ,Aldea Valle María             ,"28,4 KM","252,6 KM",Industrial - Primario,0,1,4,Fiesta Tradicional Alemana (Enero) - Das Mutter Fest (Fiesta de las Madres) (Octubre) - Fiestas Patronales (Diciembre) - Fiesta Provincial del Sol y del Río (Enero) - Bier Fest (Febrero) - Festejos por el Mes Aniversario de Valle María (Julio) - Via Crucis (Semana santa) - Fiesta de la Primavera (Septiembre) - Copa Nacional de Vóley Femenino Sub-12 (Septiembre) -,www.vallemaria.gob.ar,1 de Mayo 150 (3101),"0343-4999308, 0343 - 4999852 ,0343 - 4999389,0343 - 4630866","Sokolovsky, Mario Santiago",-60.587726231,-31.9900923667
300084,Entre Ríos,Diamante,Diamante,Municipio,No,No,  19.930 ,Diamante             ,"38,2 KM","259,6 KM",Industrial - Primario,0,1,4,Fiesta del Chupín (Abril) - Encuentro Nacional “Pasión Rodantera” (Abril) - Encuentro Nacional Diamante en Teatro (Agosto) - Final Nacional Pre-DiaMANTE (Diciembre) - Fiesta Nacional de Jineteada y Folklore (Enero) - Certamen de Pesca Variada de Embarcados con Devolución (Junio) - Encuentro Regional de vehículos clásicos y antiguos (ADVAC) (Mayo) - Encuentro Entrerriano de Acordeonistas (Noviembre) - Encuentro de Arte Callejero (Noviembre) - Encuentro Nacional de Pintores Paisajistas “Entre Miradas” (Octubre) - Motoencuentro Internacional Diamante (Septiembre) -,www.diamante.gob.ar ,Echague y Eva Perón (3105),"0343-4981175,0343-4981614,0343-4981453 ,0343-4981563,0343 - 4982096 int.149","Darrichon, Juan Carlos",-60.6382083358,-32.0707572518
300091,Entre Ríos,Diamante,General Ramírez,Municipio,No,No,  9.222 ,General Ramírez             ,"57,5 KM","224,6 KM",Industrial - Primario,0,1,4,Fiesta Provincial de la Juventud (Noviembre) - Peña Solidaria (Febrero) - Fiesta del Pirok (Julio) - Festival Provincial “Linares Cardozo” (Octubre) -,www.generalramirez.gob.ar,Sarmiento 51 (3164),"0343- 4901184 ,0343-4901008","Vergara, José Gustavo",-60.2016467361,-32.1772681364
300098,Entre Ríos,Diamante,Villa Libertador San Martín,Municipio,No,No,  6.545 ,Villa Libertador San Martín             ,"37,5 KM","244,1 KM",Industrial - Primario,0,1,4,Conciertos Navideños (Diciembre) - Festival Folclórico Pre-Puigari (Febrero) - Festival Folclórico de Puiggari (Marzo) - Fiesta de la Vida Saludable (Septiembre) - Aniversario (Septiembre) - Maratón de la Salud (Septiembre) -,www.munlsanmartin.gov.ar,Sarmiento 163 esq Buenos Aires (3103),"0343-4910082 ,0343-4910230","Casali, Raúl José",-60.4659165213,-32.0734421832
300105,Entre Ríos,Federación,Chajarí,Municipio,No,No,  34.848 ,Chajarí             ,"266,1 KM","70,9 KM",Primario - Industrial,0,1,3,Feria del Libro Abierto (Agosto) - Fiesta Provincial del Salame (Diciembre) - Fiesta de la Amistad (Julio) - Fiesta Provincial de la Citricultura (Noviembre) - Fiesta Provincial del Salame (Septiembre) -,www.chajari.gob.ar,Salvarredy 1430 (3228),"03456-420150 ,03456-420135,03456-420147","Galinberti, Pedro José",-57.981789368,-30.7547242031
300112,Entre Ríos,Federación,Federación,Municipio,Si,No,  17.547 ,Federación             ,"261,9 KM","45,6 KM",Primario - Industrial,0,1,3,Fiesta Día de la Inmaculada (Diciembre) - Fiesta Nacional del Lago (Enero) - Festival de Sabores “a la Olla” (Julio) - Actividades por el día Mundial del Bienestar (Junio) - Maratón Aniversario “Ciudad de Federación” (Marzo) - Fiesta de la Cerveza Artesanal (Noviembre) - Expo Orquídeas (Octubre) - Fiesta de elección de la Reina del Estudiante y Primavera (Septiembre) -,www.federacion.gov.ar,Av. San Martin y las Hortencias (3206),"03456 - 481419 ,03456 - 15407470,+5493456468016","Bravo, Ricardo David",-57.9177623238,-30.9902627353
300115,Entre Ríos,Federación,Los Conquistadores,Municipio,No,No,  1.287 ,Los Conquistadores             ,"234,3 KM","98,8 KM",Primario - Industrial,0,1,3,"Fiesta Provincial de Jineteada y Folclore ""La Bailanta"" (Febrero) -",www.conquistadores.gob.ar,Bme. Mitre 84 (3183),03458-494082/023,"Meza Torres, Adriana Elisabet",-58.4662357091,-30.5913371445
300119,Entre Ríos,Federación,San Jaime de la Frontera,Municipio,No,No,  4.337 ,San Jaime de la Frontera             ,"262,9 KM","120,1 KM",Primario - Industrial,0,1,3,Fiesta Provincial del Cordero (Enero) -,www.sanjaime.gob.ar,Belgrano 134 (3185),"03458-480516,0343-154258445,03458-15402419","Rodriguez, Antonio",-58.306929158,-30.3403401359
300126,Entre Ríos,Federación,Santa Ana ,Municipio,No,No,  1.795 ,Santa Ana             ,"264,2 KM","55,4 KM",Primario - Industrial,0,1,3,Fiesta Nacional de la Sandía (Enero) - Fiesta Provincial de la Sandía (Enero) -,www.santaana.gob.ar,Upertino Otanio 576 (3208),"03456-492059 ,03456-492111/12","Zanandrea, Rogelio Luis",-57.9310782508,-30.8993700233
300133,Entre Ríos,Federación,Villa del Rosario,Municipio,Si,No,  3.973 ,Villa del Rosario             ,"270,1 KM",67 KM,Primario - Industrial,0,1,3,"Fiesta Provincial de las Mandarinas (Agosto) - Fiesta Provincial del Inmigrante (Enero) - Fiesta Patronal de la Virgen del Rosario (Octubre) - Festival “Mi Pueblo, Mis Raíces” (Septiembre) -",www.vrosario.gob.ar,Tratado del Pilar 334 (3229),"03456-491090 ,03456-491202","Perini, María Vanina",-57.9145527099,-30.7957385008
300140,Entre Ríos,Federal,Conscripto Bernardi,Municipio,No,No,  1.481 ,Conscripto Bernardi             ,"157,2 KM","108,9 KM",Primario - Industrial,0,1,2,Festival de la Amistad y el Reencuentro (Diciembre) - Encuentro departamental de la Juventud (Octubre) -,www.municipalidadconscriptobernardi.gob.ar,Pancho Ramirez y Entre Rios (3188),"03454-491015 ,03454-491025","Canteros, Marina Amelia",-59.0867226661,-31.046243815
300147,Entre Ríos,Federal,Federal,Municipio,No,No,  18.015 ,Federal -  Las Delicias      ,"187,8 KM","87,4 KM",Primario - Industrial,0,1,2,Fiesta Provincial del Toro Cebú (Diciembre) - Fiesta Nacional del Chamamé del Norte Entrerriano (Febrero) - Fiesta Provincial y Jineteada Internacional del Toro Cebú (Febrero) - Fiesta Provincial del Cuchillero (Noviembre) - Fiesta del Hombre de Campo (Noviembre) - Fiesta del Ladrillero y La Colonia (Octubre) - Fiesta Provincial del Cuchillero (Septiembre) -,www.federal.gob.ar,"Av. Coronel Antello 505, (3180) ","03454 - 421309 ,03454-421116,03454-421108","Chapino, Gerardo Ramón",-58.779587505,-30.9562142804
300154,Entre Ríos,Federal,Sauce de Luna,Municipio,No,No,  2.998 ,Sauce de Luna             ,"136,3 KM","115,5 KM",Primario - Industrial,0,1,2,Fiesta del Pan Casero (Enero) -,www.saucedeluna.gob.ar,Pancho Ramirez 97 (3144),"03438 - 491338,-","Soreira, Pedro Pablo",-59.2173710837,-31.2395232655
300161,Entre Ríos,Feliciano,San José de Feliciano,Municipio,No,No,  12.084 ,San José de Feliciano             ,"226,8 KM",132 KM,Primario - Industrial,0,1,2,Fiesta Provincial del Ternero Entrerriano (Marzo) -,www.feliciano.gob.ar,Sarmiento 1 (3187),"03458-420139,-","Arévalo, Damián ",-58.7502572757,-30.3854437364
300168,Entre Ríos,Gualeguay,General Galarza,Municipio,No,No,  4.896 ,General Galarza             ,"152,5 KM","196,9 KM",Industrial - Primario,0,1,4,-,www.galarza.gov.ar,25 de Mayo y Juan Carlos Burone (2843),"03444-481068 ,03444-481565,03444-481582","Menescardi, Fabián Ricardo",-59.3957065609,-32.7204846633
300175,Entre Ríos,Gualeguay,Gualeguay,Municipio,No,No,  43.009 ,Gualeguay -  Puerto Ruiz      ,"194,1 KM","230,3 KM",Industrial - Primario,0,1,4,"Encuentro Provincial de Escultores (Abril) - Festival ""Cantando en el Río"" (Diciembre) - Fiesta del Asado y la Galleta (Noviembre) - Encuentro Nacional de Batucadas, Baterías y Pasistas (Octubre) - Encuentro Nacional de Jeep (Septiembre) - Fiesta de las Colectividades (Septiembre) -",https://municipalidad.gualeguay.gob.ar/ ,Tres de Febrero 80 (2840),"03444-427503,03444429375 ","Berisso, Verónica",-59.3105755858,-33.1504300803
300182,Entre Ríos,Gualeguaychú,Aldea San Antonio (Gualeguaychú),Municipio,No,No,  1.483 ,Aldea San Antonio             ,"198,1 KM","151,7 KM",Industrial - Primario,0,1,2,Fiesta Anivesario de Inmigrante Alemán (Febrero) - Fiesta Aniversario de Aldea San Antonio (Febrero) -,www.munialdea.gov.ar," San Martín 385, (2826) ","03446-497103 ,03446-497168 ,03446-497009","Díaz Chaves, Mauro Oscar",-58.7044236396,-32.625174726
300184,Entre Ríos,Gualeguaychú,Enrique Carbó,Municipio,No,No,  1.193 ,Enrique Carbó             ,"199,5 KM","224,9 KM",Industrial - Primario,0,1,2,-,www.entrerios.gov.ar/municipiodeenriquecarbo,San Martin s/n (3852),"03444-493229, 03444-493183 ,03444-493219","Romero, Rodolfo Miguel Eliseo",-59.2080558223,-33.1454610724
300185,Entre Ríos,Gualeguaychú,Gilbert,Municipio,No,No,  1.097 ,Gilbert             ,"174,4 KM","153,9 KM",Industrial - Primario,0,1,2,Fiesta del Reencuentro (Febrero) - Fiesta del Peón Rural (Marzo) -,www.municipiogilbert.gob.ar,Bvard. San Martin s/n (2828),"03446-496112 , 03446-496071,(03446) 496031","Meneses, Alberto",-58.9340099892,-32.5358321664
300189,Entre Ríos,Gualeguaychú,Gualeguaychú,Municipio,Si,No,  83.116 ,Camino al Ñandubaysal -  Gualeguaychú      ,"236,4 KM","185,5 KM",Industrial - Primario,0,1,2,Expo Gualeguaychú Tattoo (Diciembre) - Fiesta del Pescado y el Vino Entrerriano (Enero) - Torneo de pesca de Pejerrey (Julio) - Expo Chef Gualeguaychú (Julio) - Maratón de la Memoria por la Verdad y la Justicia (Marzo) - ExpoMoto Gualeguaychú (Noviembre) - Gran Festival “Alma Gaucha” (Noviembre) - Fiesta Nacional del Desfile de Carrozas Estudiantiles (Octubre) - Via Crucis (Semana santa) - Pedal y Fé (Semana santa) - Festival de la Gastronomía (Semana santa) - Gualeguaychú Pedalea (Septiembre) - ExpoSur Entrerriano (Septiembre) -,www.gualeguaychu.gov.ar,Hipolito Irigoyen 75 (2820),"03446-420486,03446-420489,03446 440434,03446-4204856","Piaggio, Esteban Martín",-58.5107700865,-33.0077976973
300196,Entre Ríos,Gualeguaychú,Larroque,Municipio,No,No,  6.451 ,Larroque             ,"203,6 KM","204,9 KM",Industrial - Primario,0,1,2,Fiesta Provincial del Choclo (Abril) - Larrock´N Roll (Enero) - Corsos Populares Infantiles (Febrero) - Encuentro Nacional de Danzas Folklóricas (Octubre) - Expo Larroque (Octubre) -,www.municipiolarroque.gob.ar,25 de Mayo 249 (2854),"03446-460014 ,03446-460770 ,03446- 460707","Hassell, Leonardo Martín ",-58.9990862023,-33.0365215308
300199,Entre Ríos,Gualeguaychú,Pueblo General Belgrano,Municipio,No,No,  2.179 ,Pueblo General Belgrano             ,"239,7 KM","185,8 KM",Industrial - Primario,0,1,2,Kermés del día del niño (Agosto) - ¡Llegan los Reyes Magos! (Enero) - Festejos por el Día de la Bandera (Junio) - Fiesta de las Costumbres Argentinas (Noviembre) -,http://www.pueblobelgrano.gob.ar/,Hector Ipperi 152 (2821),"03446-499420 , 03446 - 499004","Davico, Mauricio Germán",-58.475033211,-33.0173732801
300203,Entre Ríos,Gualeguaychú,Urdinarrain,Municipio,No,No,  8.986 ,Urdinarrain             ,"187,2 KM","166,2 KM",Industrial - Primario,0,1,2,Fiesta Provincial del Caballo (Enero) - Urdi Rock (Febrero) -,www.urdinarrain.gov.ar,Doctor Silva 417 (2826),"03446-480020 ,03446-480199","Matinez, Sergio Fabián",-58.8884200766,-32.691046099
300210,Entre Ríos,Islas del Ibicuy,Ceibas,Municipio,No,No,  1.773 ,Ceibas             ,254 KM,"245,6 KM",Primario,0,1,4,-,www.entrerios.gov.ar/municipiodeceibas,San Martin 65 (2823),"03446-492009 ,03446- 492067 ","Olano, Sabrina Daniela",-58.8003552621,-33.4994143412
300217,Entre Ríos,Islas del Ibicuy,Ibicuy,Municipio,No,No,  4.900 ,Ibicuy -  Mazaruca      ,257 KM,"282,4 KM",Primario,0,1,4,-,www.ibicuy.gob.ar,Gral. M. Belgrano 846 (2846),"03446-498229 ,03446-498241,03446-3489590604","Roldan, Gustavo Rodolfo",-59.1575902074,-33.7424768571
300224,Entre Ríos,Islas del Ibicuy,Villa Paranacito,Municipio,Si,No,  4.215 ,Brazo Largo -  Villa Paranacito      ,"280,6 KM","265,2 KM",Primario,0,1,4,Corsos “Doña Tata” (Febrero) - Festival “Paranacito Vivo junto al Río” (Febrero) - Torneo de pesca embarcado del Pejerrey (Junio) - Fiesta Provincial de Carrozas Náuticas (Noviembre) - Fiesta del Isleño (Octubre) -,www.villaparanacito.gob.ar,Entre Rios 941 (2823),"03446-495133 ,03446- 495080","García, Gabriel Agustín ",-58.6631309181,-33.71474492
300231,Entre Ríos,La Paz,Alcaraz,Municipio,No,No,  2.578 ,Alcaraz             ,"93,6 KM","150,5 KM",Primario - Industrial,0,1,4,Festival Provincial de la Palma Caranday (Febrero) - Festival de la Canción Navideña (Diciembre) -,www.entrerios.gov.ar/municipiodealcaraz,Colón y San Juan s/n (3138) ,03438-494025,"Pfennig, Dario José",-59.5985723123,-31.4573653459
300238,Entre Ríos,La Paz,Bovril,Municipio,No,No,  8.790 ,Bovril             ,"111,7 KM","136,1 KM",Primario - Industrial,0,1,4,Fiesta Aniversario Museo de la Música (Diciembre) - Fiesta Nacional del Gurí Entrerriano (Noviembre) -,www.municipalidaddebovril.com,Belgano 202 (3142),"03438-421147 ,03438-421671","Valenzuela, Víctor Fabián",-59.4463897659,-31.3435796835
300245,Entre Ríos,La Paz,La Paz,Municipio,No,No,  25.808 ,La Paz             ,"139,4 KM","171,4 KM",Primario - Industrial,0,1,4,Galas del Río (Agosto) - Fiesta Provincial del Triatlhón (Enero) - Fiesta Provincial Cuando el Pago se hace Canto (Enero) - Fiesta Nacional de Pesca Variada de Río (Febrero) - Fiesta Provincial del Surubí Entrerriano (Febrero) - Festival de Doma y Jineteada (Julio) - Fiesta Provincial del Surubí Entrerriano (Marzo) - Fiesta Provincial del Dorado Entrerriano (Septiembre) -,www.lapaz.gob.ar,Moreno y Echagüe (3190),"03437-422948 ,03437-422322,03437-408246","Sarubi, Bruno",-59.6443012789,-30.7404766243
300252,Entre Ríos,La Paz,Piedras Blancas,Municipio,No,No,  1.767 ,Piedras Blancas             ,"82,6 KM","185,5 KM",Industrial - Primario,1,1,4,-,www.piedrasblancas.gob.ar,Calle de la Bandera 40 (3129),"03438 - 495029 ,03438 -495097","Mesquida, Jorge Fabricio",-59.9499577136,-31.1850061481
300255,Entre Ríos,La Paz,San Gustavo,Municipio,No,No,  1.618 ,San Gustavo             ,"158,9 KM","152,9 KM",Primario - Industrial,0,1,4,-,www.sangustavo.gob.ar,Buenos Aires y Torcuato Gilbert (3191),03437-424952,"Simino, César Alejandro",-59.3949842947,-30.6902877479
300259,Entre Ríos,La Paz,Santa Elena,Municipio,No,No,  17.883 ,Santa Elena             ,113 KM,"176,1 KM",Primario - Industrial,0,1,4,Fiesta Provincial de la Chamarrita (Febrero) - Fiesta Provincial del Armado Entrerriano (Noviembre) - Fiesta de la Mojarrita (Octubre) -,www.entrerios.gov.ar/municipiodesantaelena,Eva Duarte de Peron y Buenos Aires (3192),"03437-481223 ,03437-480488","Rossi, Domingo Daniel",-59.7891212915,-30.9444600018
300266,Entre Ríos,Nogoyá,Villa Aranguren,Municipio,No,No,  1.878 ,Villa Aranguren             ,"66,1 KM","223,8 KM",Industrial - Primario,1,1,2,Encuentro Regional de Artesanos (Marzo) -,www.aranguren.gob.ar,San Martin 430 (3162),"03436-498035 ,03436-498046 ","Siebenlist, Luis Horacio",-60.1583505741,-32.2457755167
300273,Entre Ríos,Nogoyá,Hernández,Municipio,No,No,  1.790 ,Villa Sabá Z. Hernández             ,"81,3 KM","217,8 KM",Industrial - Primario,0,1,2,-,www.entrerios.gov.ar/municipiodehernandez,"Bv. Sabá Z. Hernández 201, (3156)","03435-491048 ,03435-491060","Gaioli, Luis Enrique",-60.0321261186,-32.3382714169
300280,Entre Ríos,Nogoyá,Lucas González,Municipio,No,No,  4.588 ,Lucas González             ,"118,3 KM","180,8 KM",Industrial - Primario,0,1,2,Festival Tradicionalista Mano a Mano con mi Gente (Agosto) - Festival Folclórico de la Democracia (Enero) - Fiesta Nacional del Lino (Enero) - Fiesta de la Cerveza (Febrero) -,www.entrerios.gov.ar/municipiodelucasgonzalez,San Martin 1190 (3158),03435-480056,"Boeri, María Cristina",-59.5308470436,-32.384393729
300287,Entre Ríos,Nogoyá,Nogoyá,Municipio,No,No,  23.702 ,Nogoyá             ,"101,2 KM","201,5 KM",Industrial - Primario,0,1,2,Fiesta de la Torta Negra (Abril) - Fiesta Provincial de la Guitarra (Diciembre) - Fiesta San Sebastián (Diciembre) - Expo Provincial de la Leche (Mayo) - Expo Jersey (Mayo) - Fiesta de la Calle Blanca (Noviembre) -,www.nogoya.gov.ar,Caseros 965 (3150),"03435- 421015 ,03435-421012","Cavagna, Rafael",-59.7876953418,-32.3989615249
300294,Entre Ríos,Paraná,Cerrito,Municipio,No,No,  5.729 ,Cerrito -  Pueblo General Paz      ,"46,4 KM","196,7 KM",Industrial - Primario,0,1,3,Fogón Entrerriano (Febrero) - Festival Provincial del Chancho con Pelo y Torneo de Juegos Camperos (Noviembre) -,www.cerrito.gov.ar,Santa Fé 85 (3122),"0343-4890199 , 0343-4890091 ,0343-4890707","Palacios, José Benitos",-60.0755467036,-31.579939027
300297,Entre Ríos,Paraná,Colonia Avellaneda,Municipio,No,Si,  3.084 ,Colonia Avellaneda             ,"11,2 KM",231 KM,Industrial - Primario,0,1,3,Fiesta Regional del Zapallo (Febrero) -,www.coloniaavellaneda.gob.ar,Teniendo Miguel Angel Gimenez n°2679 (3107),"343-4979424,343-4979849","Weiss, Ariel Alfredo",-60.411981206,-31.762649294
300301,Entre Ríos,Paraná,Crespo,Municipio,No,No,  20.203 ,Aldea San Juan -  Crespo      ,"38,5 KM","228,3 KM",Industrial - Primario,0,1,3,Festival del Lago (Diciembre) - Fiesta Nacional Oktoberfest - Fiesta de la Colectividad Alemana (Diciembre) - Fiesta Provincial de la Cerveza (Enero) - Fiesta zonal de la Pizza (Febrero) - Fiesta Provincial del Pirok (Julio) - Fiesta Nacional de la Avicultura (Noviembre) - Pre-Cosquín (Octubre) - Estudiantina (Septiembre) -,www.crespo.gov.ar,25 de Mayo 943 (3116),"0343-4951160,-","Schneider, Abel Raúl Darío",-60.3060920488,-32.0307595063
300308,Entre Ríos,Paraná,Hasenkamp,Municipio,No,No,  4.925 ,Hasenkamp             ,"70,4 KM","173,3 KM",Industrial - Primario,0,1,3,Festival de Jineteada y Folklore (Agosto) -,www.hasenkamp.gob.ar,D. Sarmiento 370 (3134),"0343-4930069 ,0343-4930096","Kisser, Hernán Exequiel",-59.8352827889,-31.5121688749
300315,Entre Ríos,Paraná,Villa Hernandarias,Municipio,No,No,  5.770 ,Hernandarias             ,"76,4 KM","188,5 KM",Industrial - Primario,0,1,3,Fiesta Provincial del Yeso (Febrero) -,www.hernandarias.gov.ar,Martin Schaffter 311 (3127),"0343-4960354 , 0343-4960135","Lencina, Carlos Alberto",-59.988286446,-31.2300082476
300322,Entre Ríos,Paraná,María Grande,Municipio,No,No,  7.694 ,María Grande             ,"59,7 KM","181,7 KM",Industrial - Primario,0,1,3,"Fiesta del Jornalero (Enero) - Fiesta de la Empanada, Jineteada y Folclore (Febrero) - Encuentro Automovilístico Multimarca (Julio) - Fiesta de Disfraces (Julio) - Fiesta Gastronómica y Coctelera de la Región “Gastronomía en tus Manos” (Marzo) - Festival María Grande Tango (Octubre) -",www.mariagrande.gob.ar,Argentina 320 (3133),"0343-4940090 ,0343-4940030","Solari, Héctor Antonio",-59.9040145959,-31.6628074994
300329,Entre Ríos,Paraná,Oro Verde,Municipio,No,Si,  4.333 ,Oro Verde             ,"9,2 KM","242,1 KM",Industrial - Primario,0,1,3,Fiesta Regional del Locro (Julio) - Maratón “Oro Verde Corre” (Julio) - Festival de Destreza Criolla (Octubre) -,www.oroverde.gob.ar,Los Zorzales y los Ceibos (3100),"0343-4975000 ,0343-4975221","Toledo, Oscar Antonio",-60.5175334303,-31.8227546997
300336,Entre Ríos,Paraná,Paraná,Municipio,No,Si,  247.863 ,Paraná             ,0 KM,"241,4 KM",Industrial - Primario,0,1,3,"Feria de Artesanos (Abril) - Cicloturismo “7 Pueblos, 7 Iglesias” (Abril) - Maratón “Malvinas. No Olvidar” (Abril) - Torneo Abierto de Golf de la Mesopotamia (Abril) - Festival de Cerveza Artesanal “IPAraná” (Agosto) - Encuentro Nacional de Guardias de Honor (Agosto) - Maratón de los niños (Agosto) - Feria Destapar (Diciembre) - Seven de Rugby de la República Argentina (Diciembre) - Fiesta Provincial de los Reyes Magos (Enero) - Carnavales de San Agustín (Enero) - Festival San Agustín Canta y Baila (Enero) - Torneo Nacional de Softbol (Enero) - Fiesta Nacional del Mate (Febrero) - Festival de los Poetas y Escritores (Febrero) - Feria Gastronómica Sabores del Litoral (Febrero) - Feria Cocineros de Entre Ríos “CoCER” (Julio) - Festival de Espectáculos Infantiles (Fei Paraná) (Julio) - Feria de Artesanos y Microemprendedores (Julio) - Festival de Invierno SAJ (Julio) - Torneo Internacional de Fútbol Infantil “Toritos de Chiclana” (Julio) - Torneo Nacional de Clubes de Primera División de Softbol (Marzo) - Maratón Internacional de Aguas Abiertas Villa Urquiza-Paraná (Marzo) - Maratón “Lady Run” (Marzo) - Cruce Túnel Subfluvial-Cicloturismo (Noviembre) - Maratón Paraná Corre (Noviembre) - Feria de las Colectividades (Noviembre) - 1000 Millas Históricas (Noviembre) - Fiesta Provincial de Pesca Variada de Embarcado (Noviembre) - Feria del Libro (Octubre) - Fiesta de Disfraces (Octubre) - Festival de Cine de Entre Ríos (FICER) (Octubre) - Maratón del Becario 5k y 10k (Octubre) - Fiesta de la Empanada de Pescado (Semana santa) - Maratón Salomon K21 (Septiembre) - Fiesta de la Primavera (Septiembre) -",www.parana.gob.ar,Corrientes Y Urquiza (3100),"0343-4211887 ,0343- 4230699 ,0343-4218253","Bahl, Adán Humberto",-60.5274260493,-31.7401601617
300343,Entre Ríos,Paraná,San Benito,Municipio,No,Si,  9.324 ,San Benito             ,"9,4 KM","234,2 KM",Industrial - Primario,0,1,3,-,www.munisanbenito.gov.ar,Basabilvaso 1094 (3107),"0343-4973454,-","Donda, Exequiel Matías",-60.4414593117,-31.7830223396
300350,Entre Ríos,Paraná,Seguí,Municipio,No,No,  3.885 ,Seguí             ,"44,9 KM","209,5 KM",Industrial - Primario,0,1,3,Fiesta Departamental de la Cerveza (Enero) - Fiesta del Buen Comer y el Chancho con Pelo (Febrero) -,www.segui.gov.ar,Sargento Cabral 432 (3117),"0343-4880381 , 0343-4880582 ,0343-4880917","Heberlein, Gerardo Gabriel",-60.1256505518,-31.954339772
300357,Entre Ríos,Paraná,Tabossi,Municipio,No,No,  1.542 ,Tabossi             ,"56,4 KM","187,7 KM",Industrial - Primario,0,1,3,Fiesta Provincial del Costillar a la Estaca (Octubre) -,www.tabossi.gob.ar,20 de Junio 169 (3111),"0343-4970027 ,0343-4970005","Landra, Liliana",-59.9359529392,-31.8016595893
300364,Entre Ríos,Paraná,Viale,Municipio,No,No,  9.641 ,Viale             ,"50,9 KM","196,7 KM",Industrial - Primario,0,1,3,Fiesta Nacional del Asado con Cuero (Noviembre) -,www.viale.gov.ar,9 de Julio y Estrada (3109),"0343 - 4920135 ,0343 - 4920094","Weiss, Carlos Alberto",-60.0129512479,-31.8721090331
